timestamp,count
1519830000,193385
1519833600,4074323
1519837200,2924892
1519840800,2102938
1519844400,1493131
1519848000,1157980
1519851600,986536
1519855200,1218985
1519858800,1933382
1519862400,2254925
1519866000,2204287
1519869600,2179440
1519873200,1997942
1519876800,2191719
1519880400,2046921
1519884000,1890981
1519887600,1941348
1519891200,2182300
1519894800,2412004
1519898400,2659749
1519902000,3085730
1519905600,3790483
1519909200,4671879
1519912800,5019447
1519916400,4933901
1519920000,4141589
1519923600,2969081
1519927200,2183579
1519930800,1635682
1519934400,1240585
1519938000,1081419
1519941600,1332471
1519945200,2054919
1519948800,2295521
1519952400,2350967
1519956000,2351183
1519959600,2173004
1519963200,2315019
1519966800,2188905
1519970400,2059893
1519974000,2184288
1519977600,2359352
1519981200,2648702
1519984800,2718516
1519988400,2981706
1519992000,3576829
1519995600,4251298
1519999200,4936785
1520002800,4966828
1520006400,4380848
1520010000,3330659
1520013600,2373776
1520017200,1744433
1520020800,1306523
1520024400,1100514
1520028000,1315085
1520031600,2064078
1520035200,2471280
1520038800,2748338
1520042400,2875929
1520046000,2669819
1520049600,2573225
1520053200,2395233
1520056800,2289261
1520060400,2513965
1520064000,2643259
1520067600,2891969
1520071200,3033474
1520074800,3317321
1520078400,4107684
1520082000,5196630
1520085600,5870035
1520089200,5981793
1520092800,5190384
1520096400,3896744
1520100000,2817684
1520103600,2061685
1520107200,1528972
1520110800,1342233
1520114400,1579329
1520118000,2445986
1520121600,2965488
1520125200,3409871
1520128800,3589279
1520132400,3203937
1520136000,2923002
1520139600,2667865
1520143200,2545606
1520146800,2724802
1520150400,2875530
1520154000,3077189
1520157600,3075202
1520161200,3319545
1520164800,4079692
1520168400,4990830
1520172000,5558172
1520175600,5473283
1520179200,4574708
1520182800,3339506
1520186400,2454226
1520190000,1802069
1520193600,1363254
1520197200,1196992
1520200800,1457165
1520204400,2169524
1520208000,2403861
1520211600,2386041
1520215200,2354796
1520218800,2300667
1520222400,2451999
1520226000,2263860
1520229600,2061431
1520233200,2102237
1520236800,2289815
1520240400,2595956
1520244000,2933304
1520247600,3385250
1520251200,4264972
1520254800,5365948
1520258400,5970739
1520262000,5806559
1520265600,4841867
1520269200,3444920
1520272800,2483843
1520276400,1891439
1520280000,1493294
1520283600,1298873
1520287200,1596664
1520290800,2409737
1520294400,2620888
1520298000,2612887
1520301600,2492778
1520305200,2387251
1520308800,2589683
1520312400,2376099
1520316000,2245713
1520319600,2309963
1520323200,2522287
1520326800,2877717
1520330400,3191793
1520334000,3748518
1520337600,4805614
1520341200,5971962
1520344800,6646080
1520348400,6276829
1520352000,5288416
1520355600,3742519
1520359200,2648114
1520362800,2004145
1520366400,1572039
1520370000,1383878
1520373600,1764979
1520377200,2594207
1520380800,2792103
1520384400,2794219
1520388000,2700720
1520391600,2504653
1520395200,2550320
1520398800,2375811
1520402400,2119019
1520406000,2321471
1520409600,2592320
1520413200,2947727
1520416800,3309150
1520420400,3940600
1520424000,4915316
1520427600,6065121
1520431200,6760603
1520434800,6522495
1520438400,5348191
1520442000,3718979
1520445600,2623153
1520449200,1959384
1520452800,1497985
1520456400,1332037
1520460000,1613908
1520463600,2525714
1520467200,2861782
1520470800,2789245
1520474400,2674146
1520478000,2514574
1520481600,2760248
1520485200,2489388
1520488800,2250234
1520492400,2397648
1520496000,2645517
1520499600,3032552
1520503200,3395849
1520506800,3884942
1520510400,4763098
1520514000,5824038
1520517600,6559108
1520521200,6025386
1520524800,5093060
1520528400,3561302
1520532000,2596347
1520535600,1945206
1520539200,1458105
1520542800,1270366
1520546400,1611640
1520550000,2519720
1520553600,2837653
1520557200,2736039
1520560800,2586159
1520564400,2406545
1520568000,2566813
1520571600,2353987
1520575200,2292185
1520578800,2372084
1520582400,2581361
1520586000,2985822
1520589600,3374160
1520593200,3781764
1520596800,4794702
1520600400,6106009
1520604000,6817302
1520607600,6868333
1520611200,5808765
1520614800,4364739
1520618400,3256905
1520622000,2520604
1520625600,2161937
1520629200,1975117
1520632800,2353368
1520636400,3541124
1520640000,3669745
1520643600,3673409
1520647200,3486954
1520650800,3259150
1520654400,3213459
1520658000,2892821
1520661600,2926540
1520665200,3074593
1520668800,3385956
1520672400,3619946
1520676000,4086101
1520679600,4314465
1520683200,5449741
1520686800,6784587
1520690400,7688441
1520694000,7557979
1520697600,6559281
1520701200,4539309
1520704800,3310415
1520708400,2404746
1520712000,1876921
1520715600,1533228
1520719200,2006220
1520722800,3274197
1520726400,4179823
1520730000,4343713
1520733600,4259794
1520737200,3850342
1520740800,3442608
1520744400,3124536
1520748000,2994650
1520751600,3313558
1520755200,3493281
1520758800,3734412
1520762400,3818853
1520766000,4182056
1520769600,5234307
1520773200,6281222
1520776800,6941509
1520780400,6577461
1520784000,5617839
1520787600,4040361
1520791200,2887844
1520794800,2305158
1520798400,1728614
1520802000,1522980
1520805600,1923281
1520809200,2981534
1520812800,3106378
1520816400,3031178
1520820000,2937424
1520823600,2726614
1520827200,2867657
1520830800,2622899
1520834400,2486435
1520838000,2594295
1520841600,2846391
1520845200,3263561
1520848800,3553282
1520852400,4139731
1520856000,5147235
1520859600,6338258
1520863200,7015631
1520866800,6762473
1520870400,5727435
1520874000,3970993
1520877600,2901541
1520881200,2241893
1520884800,1806119
1520888400,1604096
1520892000,2052526
1520895600,3123844
1520899200,3337080
1520902800,3018154
1520906400,2877049
1520910000,2709356
1520913600,2930042
1520917200,2768974
1520920800,2551673
1520924400,2693085
1520928000,2927186
1520931600,3316505
1520935200,3773572
1520938800,4340652
1520942400,5579215
1520946000,6869565
1520949600,7648638
1520953200,7241714
1520956800,6091695
1520960400,4028894
1520964000,3031355
1520967600,2269731
1520971200,1778344
1520974800,1595837
1520978400,2055857
1520982000,3269417
1520985600,3480730
1520989200,3121185
1520992800,2932142
1520996400,2823137
1521000000,3215347
1521003600,2837770
1521007200,2573924
1521010800,2707518
1521014400,2961874
1521018000,3390103
1521021600,3768199
1521025200,4432919
1521028800,5661868
1521032400,6935853
1521036000,7824686
1521039600,7400116
1521043200,6168734
1521046800,4379516
1521050400,3216439
1521054000,2496444
1521057600,1960542
1521061200,1784671
1521064800,2248182
1521068400,3294585
1521072000,3576381
1521075600,3274201
1521079200,3177612
1521082800,2986577
1521086400,3269755
1521090000,2960868
1521093600,2730523
1521097200,2796071
1521100800,3079727
1521104400,3451884
1521108000,3810191
1521111600,4309673
1521115200,5453592
1521118800,6953069
1521122400,7931881
1521126000,7627276
1521129600,6208187
1521133200,4323163
1521136800,3117415
1521140400,2329062
1521144000,1885269
1521147600,1716712
1521151200,2210766
1521154800,3399399
1521158400,3460340
1521162000,3099764
1521165600,2874420
1521169200,2834297
1521172800,3078374
1521176400,2855635
1521180000,2571181
1521183600,2713414
1521187200,3063808
1521190800,3551602
1521194400,3737517
1521198000,4190635
1521201600,5250545
1521205200,6564268
1521208800,7613133
1521212400,7498710
1521216000,6360646
1521219600,4357038
1521223200,3169176
1521226800,2403735
1521230400,1843391
1521234000,1706252
1521237600,2175515
1521241200,3368075
1521244800,3858107
1521248400,3884824
1521252000,3703842
1521255600,3436631
1521259200,3441674
1521262800,3102137
1521266400,2998705
1521270000,3147583
1521273600,3517906
1521277200,3948199
1521280800,4218607
1521284400,4714297
1521288000,5796223
1521291600,7103816
1521295200,8209339
1521298800,8241800
1521302400,7145282
1521306000,4950637
1521309600,3650173
1521313200,2758488
1521316800,2119803
1521320400,1836411
1521324000,2327544
1521327600,3602323
1521331200,4365589
1521334800,4468339
1521338400,4368536
1521342000,3957197
1521345600,3576979
1521349200,3185019
1521352800,3109823
1521356400,3231054
1521360000,3425775
1521363600,3739071
1521367200,3900990
1521370800,4323513
1521374400,5393343
1521378000,6530155
1521381600,7385923
1521385200,7111937
1521388800,5934338
1521392400,4214365
1521396000,3093169
1521399600,2283109
1521403200,1815688
1521406800,1663175
1521410400,2110521
1521414000,3231229
1521417600,3322471
1521421200,3123836
1521424800,3006446
1521428400,2884575
1521432000,3105935
1521435600,2984250
1521439200,2795019
1521442800,2910732
1521446400,3076666
1521450000,3422874
1521453600,3891252
1521457200,4364283
1521460800,5546374
1521464400,6789924
1521468000,7700096
1521471600,7290230
1521475200,5981045
1521478800,4063340
1521482400,3076982
1521486000,2319718
1521489600,1900262
1521493200,1693901
1521496800,2077558
1521500400,3200140
1521504000,3333470
1521507600,3065291
1521511200,2816510
1521514800,2731891
1521518400,2942263
1521522000,2830521
1521525600,2532394
1521529200,2642721
1521532800,2917776
1521536400,3254655
1521540000,3698456
1521543600,4417332
1521547200,5706982
1521550800,7110310
1521554400,7729315
1521558000,7174739
1521561600,5827378
1521565200,3994225
1521568800,2924045
1521572400,2215885
1521576000,1752962
1521579600,1612479
1521583200,2202044
1521586800,3355055
1521590400,3476674
1521594000,3044640
1521597600,2807767
1521601200,2585377
1521604800,3001118
1521608400,2732831
1521612000,2573536
1521615600,2717998
1521619200,2883354
1521622800,3374644
1521626400,3672726
1521630000,4301921
1521633600,5456262
1521637200,6795679
1521640800,7590126
1521644400,7090105
1521648000,5898082
1521651600,4073249
1521655200,2993056
1521658800,2261415
1521662400,1748021
1521666000,1627731
1521669600,2153135
1521673200,3391780
1521676800,3522759
1521680400,3185821
1521684000,2968636
1521687600,2793203
1521691200,3045849
1521694800,2815799
1521698400,2680730
1521702000,2746271
1521705600,3021598
1521709200,3465165
1521712800,3722828
1521716400,4273216
1521720000,5595455
1521723600,6964087
1521727200,7658313
1521730800,7312547
1521734400,6082888
1521738000,4187995
1521741600,2932990
1521745200,2215547
1521748800,1785040
1521752400,1600989
1521756000,2221992
1521759600,3375408
1521763200,3580690
1521766800,3366353
1521770400,3186163
1521774000,2893593
1521777600,3080832
1521781200,2945791
1521784800,2745823
1521788400,2807438
1521792000,3068114
1521795600,3532564
1521799200,3878218
1521802800,4307733
1521806400,5453661
1521810000,6883302
1521813600,7703620
1521817200,7466996
1521820800,6300808
1521824400,4375718
1521828000,3055046
1521831600,2353587
1521835200,1860192
1521838800,1677251
1521842400,2261375
1521846000,3484264
1521849600,3990135
1521853200,3892658
1521856800,3744498
1521860400,3471027
1521864000,3613005
1521867600,3277340
1521871200,3187129
1521874800,3374274
1521878400,3652562
1521882000,3977387
1521885600,4209187
1521889200,4753426
1521892800,5801791
1521896400,7257272
1521900000,8218915
1521903600,7935254
1521907200,6797462
1521910800,4801083
1521914400,3377364
1521918000,2534167
1521921600,2022227
1521925200,1795265
1521928800,2361416
1521932400,3656785
1521936000,4490694
1521939600,4646308
1521943200,4635621
1521946800,4370942
1521950400,3874904
1521954000,3517968
1521957600,3299261
1521961200,3454339
1521964800,3559249
1521968400,3859512
1521972000,3899504
1521975600,4402073
1521979200,5411858
1521982800,6381014
1521986400,7292199
1521990000,6672763
1521993600,5770443
1521997200,4100453
1522000800,3016497
1522004400,2257769
1522008000,1825145
1522011600,1611462
1522015200,2143143
1522018800,3094734
1522022400,3147776
1522026000,3043756
1522029600,2990944
1522033200,2975775
1522036800,3189427
1522040400,2910719
1522044000,2699529
1522047600,2786701
1522051200,2966211
1522054800,3399260
1522058400,3810148
1522062000,4323448
1522065600,5369968
1522069200,6762958
1522072800,7652990
1522076400,7123745
1522080000,5883921
1522083600,4238865
1522087200,3063536
1522090800,2278504
1522094400,1813917
1522098000,1692046
1522101600,2279951
1522105200,3455500
1522108800,3406539
1522112400,2960084
1522116000,2888556
1522119600,2789027
1522123200,3186827
1522126800,2892213
1522130400,2696732
1522134000,2853538
1522137600,2994921
1522141200,3535918
1522144800,3859039
1522148400,4315779
1522152000,5341505
1522155600,6906986
1522159200,7773710
1522162800,7474787
1522166400,6282799
1522170000,4395391
1522173600,3217060
1522177200,2369603
1522180800,1937058
1522184400,1785088
1522188000,2458536
1522191600,3724485
1522195200,3754683
1522198800,3252032
1522202400,3055641
1522206000,2889519
1522209600,3234620
1522213200,3058491
1522216800,2741487
1522220400,2905589
1522224000,3037298
1522227600,3403881
1522231200,3848326
1522234800,4337750
1522238400,5659149
1522242000,7181513
1522245600,8194387
1522249200,7769678
1522252800,6407868
1522256400,4394218
1522260000,3145116
1522263600,2342212
1522267200,1920457
1522270800,1836890
1522274400,2577020
1522278000,3829813
1522281600,3784414
1522285200,3251597
1522288800,3063398
1522292400,2933998
1522296000,3204651
1522299600,3019727
1522303200,2714330
1522306800,2815461
1522310400,3153703
1522314000,3584011
1522317600,3907400
1522321200,4632757
1522324800,5910349
1522328400,7316426
1522332000,8149225
1522335600,7582976
1522339200,6380682
1522342800,4512888
1522346400,3169753
1522350000,2515129
1522353600,2017863
1522357200,1866825
1522360800,2573116
1522364400,3636254
1522368000,3657353
1522371600,3282959
1522375200,3088345
1522378800,2914647
1522382400,3092648
1522386000,2906972
1522389600,2697320
1522393200,2946901
1522396800,3079171
1522400400,3465722
1522404000,3849896
1522407600,4303611
1522411200,5426468
1522414800,6721312
1522418400,7657221
1522422000,7504993
1522425600,6429897
1522429200,4644574
1522432800,3374716
1522436400,2539906
1522440000,2019522
1522443600,1777069
1522447200,2556032
1522450800,3644974
1522454400,3938102
1522458000,3887967
1522461600,3717120
1522465200,3476095
1522468800,3536899
1522472400,3255416
1522476000,3290225
1522479600,3477113
1522483200,3691072
1522486800,4044014
1522490400,4222136
1522494000,4557948
1522497600,5551655
1522501200,6912897
1522504800,7908583
1522508400,7790113
1522512000,6984494
1522515600,5070650
1522519200,3503008
1522522800,2572241
1522526400,2141655
1522530000,1869775
1522533600,2561434
1522537200,3748575
1522540800,4315429
1522544400,4395259
1522548000,4377635
1522551600,3960022
1522555200,3738566
1522558800,3493228
1522562400,3299169
1522566000,3502639
1522569600,3585741
1522573200,3760129
1522576800,3841361
1522580400,4170943
1522584000,5013761
1522587600,6005642
1522591200,6610573
1522594800,6243506
1522598400,5307183
1522602000,3780432
1522605600,2800855
1522609200,2181350
1522612800,1765933
1522616400,1596565
1522620000,2129645
1522623600,2952391
1522627200,2936777
1522630800,2843945
1522634400,2810431
1522638000,2617535
1522641600,2986347
1522645200,2729478
1522648800,2519837
1522652400,2593743
1522656000,2764726
1522659600,3228314
1522663200,3457463
1522666800,3846953
1522670400,4852061
1522674000,5975655
1522677600,6652591
1522681200,6237405
1522684800,5144032
1522688400,3690307
1522692000,2695868
1522695600,2053391
1522699200,1592980
1522702800,1477727
1522706400,2087449
1522710000,2926780
1522713600,2960949
1522717200,2796481
1522720800,2662017
1522724400,2626796
1522728000,2879994
1522731600,2654407
1522735200,2440075
1522738800,2552072
1522742400,2761700
1522746000,3160475
1522749600,3447432
1522753200,3985703
1522756800,4784812
1522760400,5747568
1522764000,6333501
1522767600,6118639
1522771200,5079669
1522774800,3589869
1522778400,2611455
1522782000,2000455
1522785600,1578865
1522789200,1496323
1522792800,2042902
1522796400,2902333
1522800000,2863720
1522803600,2720531
1522807200,2685735
1522810800,2579387
1522814400,2692593
1522818000,2518250
1522821600,2388305
1522825200,2528917
1522828800,2655480
1522832400,3030117
1522836000,3199512
1522839600,3480095
1522843200,4162646
1522846800,5091751
1522850400,5754541
1522854000,5795193
1522857600,5127865
1522861200,3776025
1522864800,2836360
1522868400,2163157
1522872000,1640416
1522875600,1505086
1522879200,1987781
1522882800,2886143
1522886400,3519409
1522890000,3687799
1522893600,3728441
1522897200,3437026
1522900800,3183703
1522904400,3110797
1522908000,3224991
1522911600,3475852
1522915200,3755342
1522918800,3859455
1522922400,3824311
1522926000,4059379
1522929600,5018904
1522933200,6466675
1522936800,7547054
1522940400,7221689
1522944000,6021354
1522947600,4197864
1522951200,2981731
1522954800,2272634
1522958400,1822969
1522962000,1650320
1522965600,2213471
1522969200,3450479
1522972800,3947622
1522976400,4160087
1522980000,3935710
1522983600,3436359
1522987200,3261601
1522990800,3124511
1522994400,3064592
1522998000,3273311
1523001600,3563036
1523005200,3887026
1523008800,4083225
1523012400,4595109
1523016000,5468039
1523019600,6474079
1523023200,7044733
1523026800,6626869
1523030400,5615649
1523034000,3903570
1523037600,2731848
1523041200,2012402
1523044800,1549963
1523048400,1473684
1523052000,2052723
1523055600,3000952
1523059200,3573587
1523062800,3719677
1523066400,3766475
1523070000,3434058
1523073600,3338199
1523077200,2952067
1523080800,2708637
1523084400,2822066
1523088000,2979111
1523091600,3235784
1523095200,3549159
1523098800,3976543
1523102400,4684070
1523106000,5477110
1523109600,5867672
1523113200,5487613
1523116800,4711398
1523120400,3497335
1523124000,2530228
1523127600,1935394
1523131200,1487475
1523134800,1313351
1523138400,1801992
1523142000,2562984
1523145600,2738926
1523149200,2700330
1523152800,2715164
1523156400,2631818
1523160000,2833543
1523163600,2626011
1523167200,2521648
1523170800,2697687
1523174400,2821713
1523178000,3125494
1523181600,3393902
1523185200,3819120
1523188800,4603763
1523192400,5533982
1523196000,6254193
1523199600,5773882
1523203200,4816849
1523206800,3437454
1523210400,2537960
1523214000,1913959
1523217600,1570340
1523221200,1385768
1523224800,1939308
1523228400,2756022
1523232000,2799055
1523235600,2657826
1523239200,2569600
1523242800,2518722
1523246400,2888766
1523250000,2694315
1523253600,2434811
1523257200,2497386
1523260800,2760125
1523264400,3080971
1523268000,3441393
1523271600,3862421
1523275200,4867986
1523278800,6130857
1523282400,6648384
1523286000,6286160
1523289600,5272910
1523293200,3660960
1523296800,2714195
1523300400,2074198
1523304000,1627855
1523307600,1510700
1523311200,2260481
1523314800,3102912
1523318400,3152180
1523322000,2912820
1523325600,2813130
1523329200,2700479
1523332800,3073923
1523336400,2860326
1523340000,2603609
1523343600,2647818
1523347200,2887183
1523350800,3362828
1523354400,3765998
1523358000,4261987
1523361600,5288060
1523365200,6533562
1523368800,7264229
1523372400,6854353
1523376000,5629007
1523379600,3941949
1523383200,2853584
1523386800,2241525
1523390400,1778471
1523394000,1601345
1523397600,2279883
1523401200,3290313
1523404800,3373082
1523408400,3075132
1523412000,2894285
1523415600,2749278
1523419200,3169640
1523422800,2906585
1523426400,2642673
1523430000,2773765
1523433600,3066860
1523437200,3448001
1523440800,3924356
1523444400,4420984
1523448000,5446320
1523451600,6716106
1523455200,7685291
1523458800,7096650
1523462400,5897124
1523466000,3975191
1523469600,2887441
1523473200,2279988
1523476800,1827885
1523480400,1690264
1523484000,2450899
1523487600,3472525
1523491200,3487104
1523494800,3076066
1523498400,2912391
1523502000,2815260
1523505600,3185069
1523509200,3034700
1523512800,2731432
1523516400,2793314
1523520000,3125936
1523523600,3676219
1523527200,3925364
1523530800,4585761
1523534400,5744698
1523538000,7106735
1523541600,7696965
1523545200,7350252
1523548800,6210645
1523552400,4285090
1523556000,3163243
1523559600,2391980
1523563200,1898136
1523566800,1746397
1523570400,2443582
1523574000,3422485
1523577600,3464653
1523581200,3187584
1523584800,3051797
1523588400,2908303
1523592000,3255287
1523595600,3089460
1523599200,2807763
1523602800,2892326
1523606400,3192258
1523610000,3720092
1523613600,3872641
1523617200,4331768
1523620800,5176972
1523624400,6487715
1523628000,7456846
1523631600,7445679
1523635200,6335439
1523638800,4416007
1523642400,3140691
1523646000,2358002
1523649600,1884552
1523653200,1747208
1523656800,2403162
1523660400,3411216
1523664000,3780276
1523667600,3782921
1523671200,3704780
1523674800,3343965
1523678400,3338362
1523682000,3081730
1523685600,2954096
1523689200,3155539
1523692800,3521130
1523696400,4034115
1523700000,4362284
1523703600,4822940
1523707200,6047648
1523710800,7097903
1523714400,7634380
1523718000,7053193
1523721600,5929178
1523725200,3964826
1523728800,2784578
1523732400,2094226
1523736000,1694702
1523739600,1622602
1523743200,2203233
1523746800,3012128
1523750400,3458975
1523754000,3845543
1523757600,4250200
1523761200,3893998
1523764800,3429202
1523768400,3153110
1523772000,2974555
1523775600,3033873
1523779200,3164610
1523782800,3417764
1523786400,3626094
1523790000,3901379
1523793600,4638028
1523797200,5569497
1523800800,6141463
1523804400,5807096
1523808000,4818493
1523811600,3349656
1523815200,2519979
1523818800,1972306
1523822400,1574354
1523826000,1454331
1523829600,1919257
1523833200,2715061
1523836800,2746463
1523840400,2694702
1523844000,2651607
1523847600,2620000
1523851200,2842691
1523854800,2556273
1523858400,2370390
1523862000,2414683
1523865600,2597483
1523869200,3040862
1523872800,3438380
1523876400,4058252
1523880000,4914141
1523883600,5906570
1523887200,6349862
1523890800,5998021
1523894400,4935780
1523898000,3375826
1523901600,2580014
1523905200,2017049
1523908800,1553254
1523912400,1437594
1523916000,1956388
1523919600,2802674
1523923200,2763870
1523926800,2568067
1523930400,2494446
1523934000,2397568
1523937600,2751138
1523941200,2487474
1523944800,2290821
1523948400,2417951
1523952000,2558487
1523955600,2977454
1523959200,3423651
1523962800,3870727
1523966400,5379687
1523970000,6843931
1523973600,7683530
1523977200,7196667
1523980800,5930677
1523984400,4007693
1523988000,3006940
1523991600,2374747
1523995200,1896382
1523998800,1734156
1524002400,2434341
1524006000,3532797
1524009600,3239367
1524013200,3036299
1524016800,2916331
1524020400,2742493
1524024000,3215458
1524027600,2909532
1524031200,2675882
1524034800,2740773
1524038400,2991696
1524042000,3477061
1524045600,3837434
1524049200,4448151
1524052800,5584463
1524056400,7120437
1524060000,7965698
1524063600,7576832
1524067200,6340420
1524070800,4232640
1524074400,3043750
1524078000,2362520
1524081600,1936294
1524085200,1827537
1524088800,2680834
1524092400,3799341
1524096000,3542666
1524099600,3176398
1524103200,2974753
1524106800,2814386
1524110400,3206252
1524114000,2959356
1524117600,2710092
1524121200,2800777
1524124800,3110226
1524128400,3637865
1524132000,3909787
1524135600,4474470
1524139200,5791028
1524142800,7075143
1524146400,8052329
1524150000,7627947
1524153600,6396160
1524157200,4416130
1524160800,3161263
1524164400,2403923
1524168000,1971429
1524171600,1779598
1524175200,2589840
1524178800,3642829
1524182400,3786864
1524186000,3597678
1524189600,3318395
1524193200,3080109
1524196800,3328667
1524200400,2992362
1524204000,2681879
1524207600,2832832
1524211200,3125548
1524214800,3571476
1524218400,3865076
1524222000,4286375
1524225600,5364399
1524229200,6547899
1524232800,7623933
1524236400,7735902
1524240000,6660407
1524243600,4775760
1524247200,3515041
1524250800,2633310
1524254400,2048773
1524258000,1897237
1524261600,2633410
1524265200,3733022
1524268800,4013554
1524272400,3966897
1524276000,3727474
1524279600,3425148
1524283200,3506475
1524286800,3211660
1524290400,3022216
1524294000,3271390
1524297600,3636254
1524301200,4040345
1524304800,4174822
1524308400,4650448
1524312000,5576394
1524315600,7079153
1524319200,7976333
1524322800,7871364
1524326400,6971382
1524330000,4999572
1524333600,3557175
1524337200,2634025
1524340800,2145191
1524344400,1896436
1524348000,2577040
1524351600,3692501
1524355200,4239470
1524358800,4454704
1524362400,4605956
1524366000,4148119
1524369600,3843809
1524373200,3462139
1524376800,3319951
1524380400,3429791
1524384000,3704033
1524387600,4043324
1524391200,4090880
1524394800,4496699
1524398400,5273225
1524402000,6464906
1524405600,7204843
1524409200,6802196
1524412800,5662904
1524416400,4137787
1524420000,3015147
1524423600,2355271
1524427200,1939877
1524430800,1733724
1524434400,2251655
1524438000,3242158
1524441600,3107197
1524445200,3026963
1524448800,3027685
1524452400,3035102
1524456000,3266263
1524459600,2998021
1524463200,2688095
1524466800,2789681
1524470400,2985345
1524474000,3446395
1524477600,3764929
1524481200,4238388
1524484800,5369524
1524488400,6707261
1524492000,7550616
1524495600,7099986
1524499200,5739812
1524502800,4103271
1524506400,3083409
1524510000,2346477
1524513600,1922101
1524517200,1803396
1524520800,2467411
1524524400,3329519
1524528000,3284307
1524531600,3063475
1524535200,2937565
1524538800,2938525
1524542400,3170579
1524546000,2925081
1524549600,2693949
1524553200,2761021
1524556800,2937305
1524560400,3012190
1524564000,3562850
1524567600,4394852
1524571200,5637980
1524574800,6812404
1524578400,7585439
1524582000,7066759
1524585600,5827407
1524589200,4011128
1524592800,2959514
1524596400,2323778
1524600000,1874072
1524603600,1767656
1524607200,2422111
1524610800,3353402
1524614400,3231483
1524618000,2948665
1524621600,2826699
1524625200,2792248
1524628800,3237390
1524632400,2950098
1524636000,2583877
1524639600,2684773
1524643200,2900722
1524646800,3336284
1524650400,3822906
1524654000,4342199
1524657600,5528524
1524661200,7109246
1524664800,7760574
1524668400,7183517
1524672000,5983618
1524675600,4149404
1524679200,2995068
1524682800,2318539
1524686400,1898418
1524690000,1849818
1524693600,2518213
1524697200,3565843
1524700800,3418202
1524704400,3116076
1524708000,2989409
1524711600,2933070
1524715200,3270575
1524718800,2999310
1524722400,2724843
1524726000,2829761
1524729600,3091418
1524733200,3643858
1524736800,4059675
1524740400,4644588
1524744000,5924566
1524747600,7211482
1524751200,7766265
1524754800,7375831
1524758400,6105716
1524762000,4294137
1524765600,3163874
1524769200,2429188
1524772800,1985020
1524776400,1823885
1524780000,2417311
1524783600,3382830
1524787200,3373288
1524790800,3117694
1524794400,2971535
1524798000,2783669
1524801600,3189039
1524805200,2848930
1524808800,2679496
1524812400,2763587
1524816000,2872587
1524819600,3317749
1524823200,3601630
1524826800,3996200
1524830400,4969933
1524834000,6125309
1524837600,6873175
1524841200,6656323
1524844800,5717267
1524848400,3985252
1524852000,2972839
1524855600,2231645
1524859200,1839998
1524862800,1708767
1524866400,2237218
1524870000,3151479
1524873600,3218510
1524877200,3281167
1524880800,3099778
1524884400,2968496
1524888000,3156157
1524891600,2886089
1524895200,2723170
1524898800,2910075
1524902400,3134782
1524906000,3482584
1524909600,3766356
1524913200,4142739
1524916800,4859745
1524920400,5850412
1524924000,6704920
1524927600,6770814
1524931200,6079615
1524934800,4407741
1524938400,3265674
1524942000,2467418
1524945600,1903519
1524949200,1741383
1524952800,2307000
1524956400,3158302
1524960000,3759686
1524963600,3998996
1524967200,3986341
1524970800,3750849
1524974400,3586597
1524978000,3271714
1524981600,3184313
1524985200,3423813
1524988800,3790461
1524992400,4065398
1524996000,4088265
1524999600,4297767
1525003200,5306008
1525006800,7011453
1525010400,8305170
1525014000,8335089
1525017600,7312470
1525021200,5480193
1525024800,3943820
1525028400,3068116
1525032000,2372941
1525035600,2040224
1525039200,2828066
1525042800,4069302
1525046400,4827049
1525050000,4959693
1525053600,4693857
1525057200,4176617
1525060800,3745953
1525064400,3425884
1525068000,3413493
1525071600,3698154
1525075200,4180059
1525078800,4337778
1525082400,4387655
1525086000,4516324
1525089600,5291634
1525093200,6906682
1525096800,8306711
1525100400,7979872
